Period,Export Services,Service Origin Geography,Service Destination,Flow Directions,Value,Marker
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKM6,all,exports,26.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKM6,all,exports,96.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKM6,all,exports,43.0,
year/2017,total,http://data.europa.eu/nuts/code/UKM6,all,exports,1451.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKM7,all,exports,648.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKM7,all,exports,20.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKM7,all,exports,67.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKM7,all,exports,72.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKM7,all,exports,391.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKM7,all,exports,618.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKM7,all,exports,713.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKM7,all,exports,3890.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKM7,all,exports,517.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKM7,all,exports,706.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKM7,all,exports,905.0,
year/2017,total,http://data.europa.eu/nuts/code/UKM7,all,exports,8548.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKM8,all,exports,107.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKM8,all,exports,57.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKM8,all,exports,26.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKM8,all,exports,58.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKM8,all,exports,779.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKM8,all,exports,296.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKM8,all,exports,244.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKM8,all,exports,1902.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKM8,all,exports,539.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKM8,all,exports,531.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKM8,all,exports,667.0,
year/2017,total,http://data.europa.eu/nuts/code/UKM8,all,exports,5207.0,
year/2017,manufacturing,http://data.europa.eu/nuts/code/UKM9,all,exports,869.0,
year/2017,non-manufacturing-production-services,http://data.europa.eu/nuts/code/UKM9,all,exports,17.0,
year/2017,wholesale-and-motor-trade,http://data.europa.eu/nuts/code/UKM9,all,exports,17.0,
year/2017,retail-excluding-motor-trades,http://data.europa.eu/nuts/code/UKM9,all,exports,28.0,
year/2017,transport-and-storage,http://data.europa.eu/nuts/code/UKM9,all,exports,209.0,
year/2017,accommodation-and-food-services,http://data.europa.eu/nuts/code/UKM9,all,exports,260.0,
year/2017,information-and-communication,http://data.europa.eu/nuts/code/UKM9,all,exports,10.0,
year/2017,financial-and-insurance-activities,http://data.europa.eu/nuts/code/UKM9,all,exports,284.0,
year/2017,professional-scientific-and-technical-activities-real-estate,http://data.europa.eu/nuts/code/UKM9,all,exports,49.0,
year/2017,administrative-and-support-service-activities,http://data.europa.eu/nuts/code/UKM9,all,exports,162.0,
year/2017,other-services,http://data.europa.eu/nuts/code/UKM9,all,exports,106.0,
year/2017,total,http://data.europa.eu/nuts/code/UKM9,all,exports,2011.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKC1,eu,exports,716.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKC1,rest-of-world,exports,72.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKC1,all,exports,788.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKC1,eu,exports,151.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKC1,rest-of-world,exports,182.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKC1,all,exports,332.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKC1,eu,exports,451.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKC1,rest-of-world,exports,534.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKC1,all,exports,985.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKC1,eu,exports,1317.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKC1,rest-of-world,exports,788.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKC1,all,exports,2105.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKC2,eu,exports,122.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKC2,rest-of-world,exports,188.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKC2,all,exports,309.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKC2,eu,exports,281.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKC2,rest-of-world,exports,399.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKC2,all,exports,680.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKC2,eu,exports,1023.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKC2,rest-of-world,exports,1407.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKC2,all,exports,2430.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKC2,eu,exports,1426.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKC2,rest-of-world,exports,1994.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKC2,all,exports,3420.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD1,eu,exports,117.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD1,rest-of-world,exports,27.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD1,all,exports,144.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD1,eu,exports,53.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD1,rest-of-world,exports,74.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD1,all,exports,127.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD1,eu,exports,339.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD1,rest-of-world,exports,464.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD1,all,exports,804.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD1,eu,exports,509.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD1,rest-of-world,exports,565.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD1,all,exports,1075.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD3,eu,exports,217.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD3,rest-of-world,exports,130.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD3,all,exports,346.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD3,eu,exports,730.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD3,rest-of-world,exports,1141.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD3,all,exports,1871.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD3,eu,exports,2402.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD3,rest-of-world,exports,3628.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD3,all,exports,6030.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD3,eu,exports,3349.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD3,rest-of-world,exports,4898.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD3,all,exports,8247.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD4,eu,exports,62.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD4,rest-of-world,exports,82.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD4,all,exports,145.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD4,eu,exports,164.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD4,rest-of-world,exports,293.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD4,all,exports,457.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD4,eu,exports,949.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD4,rest-of-world,exports,1608.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD4,all,exports,2557.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD4,eu,exports,1175.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD4,rest-of-world,exports,1984.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD4,all,exports,3159.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD6,eu,exports,296.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD6,rest-of-world,exports,318.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD6,all,exports,614.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD6,eu,exports,245.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD6,rest-of-world,exports,525.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD6,all,exports,770.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD6,eu,exports,829.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD6,rest-of-world,exports,1005.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD6,all,exports,1834.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD6,eu,exports,1370.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD6,rest-of-world,exports,1847.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD6,all,exports,3217.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD7,eu,exports,133.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD7,rest-of-world,exports,150.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKD7,all,exports,283.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD7,eu,exports,177.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD7,rest-of-world,exports,301.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKD7,all,exports,479.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD7,eu,exports,1047.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD7,rest-of-world,exports,1748.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKD7,all,exports,2795.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD7,eu,exports,1357.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD7,rest-of-world,exports,2200.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKD7,all,exports,3556.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE1,eu,exports,50.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE1,rest-of-world,exports,57.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE1,all,exports,107.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE1,eu,exports,84.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE1,rest-of-world,exports,73.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE1,all,exports,157.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE1,eu,exports,357.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE1,rest-of-world,exports,438.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE1,all,exports,795.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE1,eu,exports,491.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE1,rest-of-world,exports,569.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE1,all,exports,1059.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE2,eu,exports,26.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE2,rest-of-world,exports,25.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE2,all,exports,51.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE2,eu,exports,128.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE2,rest-of-world,exports,223.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE2,all,exports,351.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE2,eu,exports,487.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE2,rest-of-world,exports,638.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE2,all,exports,1125.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE2,eu,exports,641.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE2,rest-of-world,exports,886.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE2,all,exports,1527.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE3,eu,exports,19.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE3,rest-of-world,exports,31.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE3,all,exports,50.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE3,eu,exports,143.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE3,rest-of-world,exports,228.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE3,all,exports,371.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE3,eu,exports,612.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE3,rest-of-world,exports,795.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE3,all,exports,1407.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE3,eu,exports,774.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE3,rest-of-world,exports,1053.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE3,all,exports,1827.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE4,eu,exports,136.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE4,rest-of-world,exports,128.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKE4,all,exports,264.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE4,eu,exports,415.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE4,rest-of-world,exports,532.0,
year/2017,business-based-professional-services-l-n,http://data.europa.eu/nuts/code/UKE4,all,exports,947.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE4,eu,exports,1683.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE4,rest-of-world,exports,2315.0,
year/2017,other-services-g-k-o-s,http://data.europa.eu/nuts/code/UKE4,all,exports,3998.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE4,eu,exports,2235.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE4,rest-of-world,exports,2975.0,
year/2017,all-industries,http://data.europa.eu/nuts/code/UKE4,all,exports,5210.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKF1,eu,exports,107.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKF1,rest-of-world,exports,101.0,
year/2017,production-a-f,http://data.europa.eu/nuts/code/UKF1,all,exports,208.0,
